com.samsung.shealth.tracker.pedometer_day_summary,6156001,5
step_count,binning_data,active_time,recommendation,run_step_count,update_time,source_package_name,create_time,source_info,speed,distance,calorie,walk_step_count,deviceuuid,pkg_name,healthy_step,achievement,datauuid,day_time
4962,60c1d6eb-627a-4c40-8471-99bcdbef2eaa.binning_data.json,2966566,6000,55,2021-01-13 23:00:04.553,com.sec.android.app.shealth,2021-01-13 23:00:04.553,,1.2249686,3633.95,184.23,4907,ltHsc2Rtmp,com.sec.android.app.shealth,0,60c1d6eb-627a-4c40-8471-99bcdbef2eaa.achievement.json,60c1d6eb-627a-4c40-8471-99bcdbef2eaa,1610496000000,
4975,62fb5cd4-3857-4d9b-825a-8b2654830278.binning_data.json,3191808,6000,0,2021-03-12 23:16:02.794,com.sec.android.app.shealth,2021-03-12 23:16:02.794,,1.1048468,3526.46,203.25,4975,F5JW66Upzd,com.sec.android.app.shealth,0,62fb5cd4-3857-4d9b-825a-8b2654830278.achievement.json,62fb5cd4-3857-4d9b-825a-8b2654830278,1615507200000,
8493,160a62cf-a319-4ea4-b60d-bb682684407a.binning_data.json,4857972,6000,92,2021-02-11 21:50:04.656,com.sec.android.app.shealth,2021-02-11 04:17:42.937,160a62cf-a319-4ea4-b60d-bb682684407a.source_info.json,1.2924985,6278.922,323.06,8401,VfS0qUERdZ,com.sec.android.app.shealth,0,160a62cf-a319-4ea4-b60d-bb682684407a.achievement.json,160a62cf-a319-4ea4-b60d-bb682684407a,1613001600000,
5885,ad668d26-466d-4fed-a519-71e7bc02aaa5.binning_data.json,3428492,6000,95,2021-03-12 23:16:05.682,com.sec.android.app.shealth,2021-03-12 23:16:05.682,,1.2619593,4326.618,217.31,5790,ltHsc2Rtmp,com.sec.android.app.shealth,0,ad668d26-466d-4fed-a519-71e7bc02aaa5.achievement.json,ad668d26-466d-4fed-a519-71e7bc02aaa5,1615507200000,
6361,7f7c007c-1309-4474-9ec0-394dcf33ae22.binning_data.json,3681940,6000,91,2021-01-14 21:26:45.624,com.sec.android.app.shealth,2021-01-14 00:00:34.997,7f7c007c-1309-4474-9ec0-394dcf33ae22.source_info.json,1.2803195,4714.06,235.55,6270,VfS0qUERdZ,com.sec.android.app.shealth,0,7f7c007c-1309-4474-9ec0-394dcf33ae22.achievement.json,7f7c007c-1309-4474-9ec0-394dcf33ae22,1610582400000,
5776,5029f711-ebea-4812-94f1-f8b98fa6a986.binning_data.json,3383889,6000,1,2021-02-11 23:00:01.508,com.sec.android.app.shealth,2021-02-11 23:00:01.508,,1.2440625,4209.77,220.76,5775,F5JW66Upzd,com.sec.android.app.shealth,0,5029f711-ebea-4812-94f1-f8b98fa6a986.achievement.json,5029f711-ebea-4812-94f1-f8b98fa6a986,1613001600000,
3448,e8c2be49-277e-4725-b471-8d3d3d120f1e.binning_data.json,2182869,6000,0,2020-10-24 22:00:13.530,com.sec.android.app.shealth,2020-10-19 06:35:02.867,e8c2be49-277e-4725-b471-8d3d3d120f1e.source_info.json,1.149849,2509.97,134.04,3448,VfS0qUERdZ,com.sec.android.app.shealth,0,e8c2be49-277e-4725-b471-8d3d3d120f1e.achievement.json,e8c2be49-277e-4725-b471-8d3d3d120f1e,1603065600000,
2289,f4bda36e-9ac7-4140-9c52-4a862e71e8e3.binning_data.json,1396481,6000,0,2021-01-14 23:00:01.345,com.sec.android.app.shealth,2021-01-14 23:00:01.345,,1.1697831,1633.58,85.72,2289,F5JW66Upzd,com.sec.android.app.shealth,0,f4bda36e-9ac7-4140-9c52-4a862e71e8e3.achievement.json,f4bda36e-9ac7-4140-9c52-4a862e71e8e3,1610582400000,
6561,1c987959-e8a8-4458-8d5c-2ef427683842.binning_data.json,3817115,6000,99,2021-02-11 23:00:03.783,com.sec.android.app.shealth,2021-02-11 23:00:03.783,,1.274921,4866.521,243.38,6462,ltHsc2Rtmp,com.sec.android.app.shealth,0,1c987959-e8a8-4458-8d5c-2ef427683842.achievement.json,1c987959-e8a8-4458-8d5c-2ef427683842,1613001600000,
6200,9f6396da-5951-4f74-b003-9db9f2174a37.binning_data.json,3475253,6000,78,2021-03-13 21:16:10.679,com.sec.android.app.shealth,2021-03-13 00:04:24.070,9f6396da-5951-4f74-b003-9db9f2174a37.source_info.json,1.326932,4611.425,233.441,6122,VfS0qUERdZ,com.sec.android.app.shealth,0,9f6396da-5951-4f74-b003-9db9f2174a37.achievement.json,9f6396da-5951-4f74-b003-9db9f2174a37,1615593600000,
4330,88250ff9-7ef3-4c93-9ba1-8308d111bffc.binning_data.json,2720508,6000,0,2020-10-27 23:00:14.426,com.sec.android.app.shealth,2020-10-22 06:48:23.987,88250ff9-7ef3-4c93-9ba1-8308d111bffc.source_info.json,1.1524572,3135.27,167.36,4330,VfS0qUERdZ,com.sec.android.app.shealth,0,88250ff9-7ef3-4c93-9ba1-8308d111bffc.achievement.json,88250ff9-7ef3-4c93-9ba1-8308d111bffc,1603324800000,
5677,ea96c851-1aa5-4766-885e-be93d5354368.binning_data.json,3256482,6000,100,2021-01-14 23:00:03.439,com.sec.android.app.shealth,2021-01-14 23:00:03.439,,1.3007225,4235.78,209.02,5577,ltHsc2Rtmp,com.sec.android.app.shealth,0,ea96c851-1aa5-4766-885e-be93d5354368.achievement.json,ea96c851-1aa5-4766-885e-be93d5354368,1610582400000,
2184,fb321850-5384-44b9-bde3-6de7372082ed.binning_data.json,1208188,6000,0,2021-03-13 23:00:02.218,com.sec.android.app.shealth,2021-03-13 23:00:02.218,,1.3091092,1581.65,84.77,2184,F5JW66Upzd,com.sec.android.app.shealth,0,fb321850-5384-44b9-bde3-6de7372082ed.achievement.json,fb321850-5384-44b9-bde3-6de7372082ed,1615593600000,
9479,d10db091-9dd2-4b1c-ad6e-b0ece0853010.binning_data.json,5542295,6000,51,2021-02-12 21:10:30.463,com.sec.android.app.shealth,2021-02-12 01:04:28.487,d10db091-9dd2-4b1c-ad6e-b0ece0853010.source_info.json,1.2461498,6906.53,361.31,9428,VfS0qUERdZ,com.sec.android.app.shealth,0,d10db091-9dd2-4b1c-ad6e-b0ece0853010.achievement.json,d10db091-9dd2-4b1c-ad6e-b0ece0853010,1613088000000,
5046,e6f91284-b03a-4a72-9c72-42881aae8311.binning_data.json,2852741,6000,82,2021-03-13 23:00:05.363,com.sec.android.app.shealth,2021-03-13 23:00:05.363,,1.3236932,3776.155,188.251,4964,ltHsc2Rtmp,com.sec.android.app.shealth,0,e6f91284-b03a-4a72-9c72-42881aae8311.achievement.json,e6f91284-b03a-4a72-9c72-42881aae8311,1615593600000,
7721,687a7aa3-900a-4384-92f3-3485b809cc31.binning_data.json,4432756,6000,96,2021-01-15 21:42:50.544,com.sec.android.app.shealth,2021-01-15 02:28:26.768,687a7aa3-900a-4384-92f3-3485b809cc31.source_info.json,1.2940453,5736.188,293.03,7625,VfS0qUERdZ,com.sec.android.app.shealth,0,687a7aa3-900a-4384-92f3-3485b809cc31.achievement.json,687a7aa3-900a-4384-92f3-3485b809cc31,1610668800000,
5509,2f259f80-8ba4-44e4-ba6d-3d56cbc8509f.binning_data.json,3332826,6000,0,2021-01-15 23:00:01.132,com.sec.android.app.shealth,2021-01-15 23:00:01.132,,1.2071766,4023.31,212.84999,5509,F5JW66Upzd,com.sec.android.app.shealth,0,2f259f80-8ba4-44e4-ba6d-3d56cbc8509f.achievement.json,2f259f80-8ba4-44e4-ba6d-3d56cbc8509f,1610668800000,
6560,faf35976-0332-42a8-aaf1-151ebccf9138.binning_data.json,3898134,6000,0,2021-02-12 23:00:02.602,com.sec.android.app.shealth,2021-02-12 23:00:02.602,,1.2124954,4726.47,262.74,6560,F5JW66Upzd,com.sec.android.app.shealth,0,faf35976-0332-42a8-aaf1-151ebccf9138.achievement.json,faf35976-0332-42a8-aaf1-151ebccf9138,1613088000000,
746,f71bd14a-28ae-496a-9207-6cc802be9db1.binning_data.json,478010,6000,0,2020-10-30 23:00:58.238,com.sec.android.app.shealth,2020-10-25 07:27:20.443,f71bd14a-28ae-496a-9207-6cc802be9db1.source_info.json,1.088659,520.39,29.6,746,VfS0qUERdZ,com.sec.android.app.shealth,0,f71bd14a-28ae-496a-9207-6cc802be9db1.achievement.json,f71bd14a-28ae-496a-9207-6cc802be9db1,1603584000000,
3026,a4277e1e-394e-47fe-9aba-8c29304a469e.binning_data.json,1763681,6000,57,2021-03-14 22:17:44.801,com.sec.android.app.shealth,2021-03-14 01:45:29.733,a4277e1e-394e-47fe-9aba-8c29304a469e.source_info.json,1.2875704,2270.864,115.05,2969,VfS0qUERdZ,com.sec.android.app.shealth,0,a4277e1e-394e-47fe-9aba-8c29304a469e.achievement.json,a4277e1e-394e-47fe-9aba-8c29304a469e,1615680000000,
8740,df26203f-fb33-442a-8f1e-f1f5bc0000b1.binning_data.json,5104451,6000,72,2021-02-12 23:00:05.212,com.sec.android.app.shealth,2021-02-12 23:00:05.212,,1.2519939,6390.743,317.1,8668,ltHsc2Rtmp,com.sec.android.app.shealth,0,df26203f-fb33-442a-8f1e-f1f5bc0000b1.achievement.json,df26203f-fb33-442a-8f1e-f1f5bc0000b1,1613088000000,
6579,0d2cc4a9-74c5-454b-a083-95522257e8cc.binning_data.json,3681578,6000,116,2021-01-15 23:00:04.026,com.sec.android.app.shealth,2021-01-15 23:00:04.026,,1.3347857,4914.119,242.35,6463,ltHsc2Rtmp,com.sec.android.app.shealth,0,0d2cc4a9-74c5-454b-a083-95522257e8cc.achievement.json,0d2cc4a9-74c5-454b-a083-95522257e8cc,1610668800000,
1012,b19e3676-79aa-4955-afdb-826184227d66.binning_data.json,631779,6000,0,2021-03-14 23:00:02.275,com.sec.android.app.shealth,2021-03-14 23:00:02.275,,1.1748713,742.26,38.7,1012,F5JW66Upzd,com.sec.android.app.shealth,0,b19e3676-79aa-4955-afdb-826184227d66.achievement.json,b19e3676-79aa-4955-afdb-826184227d66,1615680000000,
7688,3c129b6a-8471-4971-a27a-73bd55ebd1b6.binning_data.json,4408064,6000,17,2021-02-13 21:35:02.774,com.sec.android.app.shealth,2021-02-13 05:27:14.559,3c129b6a-8471-4971-a27a-73bd55ebd1b6.source_info.json,1.2661496,5581.27,292.57,7671,VfS0qUERdZ,com.sec.android.app.shealth,0,3c129b6a-8471-4971-a27a-73bd55ebd1b6.achievement.json,3c129b6a-8471-4971-a27a-73bd55ebd1b6,1613174400000,
5726,5e20d7aa-28d7-43a6-9769-4572ae4f19ad.binning_data.json,3637265,6000,0,2020-10-28 21:03:34.846,com.sec.android.app.shealth,2020-10-28 06:42:06.053,5e20d7aa-28d7-43a6-9769-4572ae4f19ad.source_info.json,1.1331259,4121.48,226.14,5726,VfS0qUERdZ,com.sec.android.app.shealth,0,5e20d7aa-28d7-43a6-9769-4572ae4f19ad.achievement.json,5e20d7aa-28d7-43a6-9769-4572ae4f19ad,1603843200000,
2594,08256088-988d-4e73-8f41-7b5ca374bedf.binning_data.json,1479228,6000,57,2021-03-14 23:00:05.332,com.sec.android.app.shealth,2021-03-14 23:00:05.332,,1.3222265,1955.875,97.79,2537,ltHsc2Rtmp,com.sec.android.app.shealth,0,08256088-988d-4e73-8f41-7b5ca374bedf.achievement.json,08256088-988d-4e73-8f41-7b5ca374bedf,1615680000000,
1503,536c6233-3a4b-4a50-bac1-58a20a02a246.binning_data.json,877696,6000,49,2021-01-17 00:13:33.230,com.sec.android.app.shealth,2021-01-16 00:24:06.460,536c6233-3a4b-4a50-bac1-58a20a02a246.source_info.json,1.3057814,1146.08,61.04,1454,VfS0qUERdZ,com.sec.android.app.shealth,0,536c6233-3a4b-4a50-bac1-58a20a02a246.achievement.json,536c6233-3a4b-4a50-bac1-58a20a02a246,1610755200000,
5190,4c165fff-3b8b-48ee-8029-bc127f274ff6.binning_data.json,3007383,6000,3,2021-02-13 23:00:01.363,com.sec.android.app.shealth,2021-02-13 23:00:01.363,,1.2543492,3772.31,200.59,5187,F5JW66Upzd,com.sec.android.app.shealth,0,4c165fff-3b8b-48ee-8029-bc127f274ff6.achievement.json,4c165fff-3b8b-48ee-8029-bc127f274ff6,1613174400000,
644,b4d1b98b-675d-4180-b8b5-0d254fbed374.binning_data.json,408410,6000,0,2021-01-16 23:00:01.534,com.sec.android.app.shealth,2021-01-16 23:00:01.534,,1.1688964,477.38998,24.07,644,F5JW66Upzd,com.sec.android.app.shealth,0,b4d1b98b-675d-4180-b8b5-0d254fbed374.achievement.json,b4d1b98b-675d-4180-b8b5-0d254fbed374,1610755200000,
5618,982b5ffe-b1d8-4add-a2ba-607cd93a67de.binning_data.json,3421431,6000,1,2020-10-31 21:11:49.241,com.sec.android.app.shealth,2020-10-31 07:28:44.517,982b5ffe-b1d8-4add-a2ba-607cd93a67de.source_info.json,1.1995941,4104.33,218.86,5617,VfS0qUERdZ,com.sec.android.app.shealth,0,982b5ffe-b1d8-4add-a2ba-607cd93a67de.achievement.json,982b5ffe-b1d8-4add-a2ba-607cd93a67de,1604102400000,
8018,fbe6ae6c-6d91-4f6c-9abe-1e1de532fedd.binning_data.json,4727857,6000,30,2021-03-16 04:18:36.493,com.sec.android.app.shealth,2021-03-15 09:00:47.251,fbe6ae6c-6d91-4f6c-9abe-1e1de532fedd.source_info.json,1.2535187,5926.458,304.51,7988,VfS0qUERdZ,com.sec.android.app.shealth,0,fbe6ae6c-6d91-4f6c-9abe-1e1de532fedd.achievement.json,fbe6ae6c-6d91-4f6c-9abe-1e1de532fedd,1615766400000,
3634,76d77b5b-7a0f-4f4f-8c25-1c85ec84580d.binning_data.json,2034767,6000,14,2021-02-13 23:00:04.350,com.sec.android.app.shealth,2021-02-13 23:00:04.350,,1.286732,2618.2,133.48,3620,ltHsc2Rtmp,com.sec.android.app.shealth,0,76d77b5b-7a0f-4f4f-8c25-1c85ec84580d.achievement.json,76d77b5b-7a0f-4f4f-8c25-1c85ec84580d,1613174400000,
1061,040891f1-c648-4936-a3a1-345cdfabc447.binning_data.json,595901,6000,51,2021-01-17 23:00:04.494,com.sec.android.app.shealth,2021-01-16 23:00:03.883,,1.3738004,818.65,44.81,1010,ltHsc2Rtmp,com.sec.android.app.shealth,0,040891f1-c648-4936-a3a1-345cdfabc447.achievement.json,040891f1-c648-4936-a3a1-345cdfabc447,1610755200000,
6633,a453064e-6851-4c36-93d1-c9c11815453e.binning_data.json,3950405,6000,0,2021-03-15 23:00:02.607,com.sec.android.app.shealth,2021-03-15 23:00:02.607,,1.239508,4896.56,257.15,6633,F5JW66Upzd,com.sec.android.app.shealth,0,a453064e-6851-4c36-93d1-c9c11815453e.achievement.json,a453064e-6851-4c36-93d1-c9c11815453e,1615766400000,
3051,2fd6edd5-57b5-4617-a03f-fbf0cb207082.binning_data.json,2042718,6000,0,2020-11-03 19:21:29.347,com.sec.android.app.shealth,2020-11-03 05:56:04.301,2fd6edd5-57b5-4617-a03f-fbf0cb207082.source_info.json,1.0866841,2219.79,118.729996,3051,VfS0qUERdZ,com.sec.android.app.shealth,0,2fd6edd5-57b5-4617-a03f-fbf0cb207082.achievement.json,2fd6edd5-57b5-4617-a03f-fbf0cb207082,1604361600000,
4234,3bafc603-5de7-4190-a2af-0ed9289e0d59.binning_data.json,2573005,6000,32,2021-02-14 21:55:02.404,com.sec.android.app.shealth,2021-02-13 23:12:29.888,3bafc603-5de7-4190-a2af-0ed9289e0d59.source_info.json,1.1941873,3072.65,163.05,4202,VfS0qUERdZ,com.sec.android.app.shealth,0,3bafc603-5de7-4190-a2af-0ed9289e0d59.achievement.json,3bafc603-5de7-4190-a2af-0ed9289e0d59,1613260800000,
3379,0e95879f-335d-48dd-ac8f-bf4b19849ae3.binning_data.json,2075065,6000,51,2021-01-18 00:04:32.707,com.sec.android.app.shealth,2021-01-17 06:12:57.558,0e95879f-335d-48dd-ac8f-bf4b19849ae3.source_info.json,1.1980728,2486.08,130.37,3328,VfS0qUERdZ,com.sec.android.app.shealth,0,0e95879f-335d-48dd-ac8f-bf4b19849ae3.achievement.json,0e95879f-335d-48dd-ac8f-bf4b19849ae3,1610841600000,
2642,6e04e1e4-e3ef-4583-bcc4-472f481b709a.binning_data.json,1668474,6000,1,2021-02-14 23:00:01.563,com.sec.android.app.shealth,2021-02-14 23:00:01.563,,1.1338263,1891.76,103.99,2641,F5JW66Upzd,com.sec.android.app.shealth,0,6e04e1e4-e3ef-4583-bcc4-472f481b709a.achievement.json,6e04e1e4-e3ef-4583-bcc4-472f481b709a,1613260800000,
2584,6b4686c0-8497-4174-9811-c1ad0193ed3f.binning_data.json,1664610,6000,0,2021-01-17 23:00:02.108,com.sec.android.app.shealth,2021-01-17 23:00:02.108,,1.1266118,1875.37,102.37,2584,F5JW66Upzd,com.sec.android.app.shealth,0,6b4686c0-8497-4174-9811-c1ad0193ed3f.achievement.json,6b4686c0-8497-4174-9811-c1ad0193ed3f,1610841600000,
6813,2e0a1786-a2f3-4d1f-b34a-286ac4fc9884.binning_data.json,3995194,6000,30,2021-03-16 23:00:04.974,com.sec.android.app.shealth,2021-03-15 23:00:06.469,,1.2626852,5044.673,244.47,6783,ltHsc2Rtmp,com.sec.android.app.shealth,0,2e0a1786-a2f3-4d1f-b34a-286ac4fc9884.achievement.json,2e0a1786-a2f3-4d1f-b34a-286ac4fc9884,1615766400000,
19,e3e173c2-f5fd-4c29-a4d0-54a1293c219e.binning_data.json,11894,6000,0,2020-11-09 08:43:21.265,com.sec.android.app.shealth,2020-11-09 08:38:00.080,e3e173c2-f5fd-4c29-a4d0-54a1293c219e.source_info.json,1.1525959,13.71,0.71000004,19,VfS0qUERdZ,com.sec.android.app.shealth,0,e3e173c2-f5fd-4c29-a4d0-54a1293c219e.achievement.json,e3e173c2-f5fd-4c29-a4d0-54a1293c219e,1604880000000,
2838,d0217f14-cb58-4001-a69e-ddbdff85d589.binning_data.json,1677865,6000,33,2021-02-14 23:00:04.890,com.sec.android.app.shealth,2021-02-14 23:00:04.890,,1.2471974,2092.63,105.35,2805,ltHsc2Rtmp,com.sec.android.app.shealth,0,d0217f14-cb58-4001-a69e-ddbdff85d589.achievement.json,d0217f14-cb58-4001-a69e-ddbdff85d589,1613260800000,
2941,cb9ab32a-c0e3-4eeb-bb4a-d2ab7516dce8.binning_data.json,1748299,6000,53,2021-01-18 23:00:03.258,com.sec.android.app.shealth,2021-01-17 23:00:04.486,,1.2462336,2178.79,108.95,2888,ltHsc2Rtmp,com.sec.android.app.shealth,0,cb9ab32a-c0e3-4eeb-bb4a-d2ab7516dce8.achievement.json,cb9ab32a-c0e3-4eeb-bb4a-d2ab7516dce8,1610841600000,
7382,e822b33d-f434-4545-b3f7-adf71a527acd.binning_data.json,4497999,6000,44,2021-03-17 04:42:29.562,com.sec.android.app.shealth,2021-03-16 04:18:37.736,e822b33d-f434-4545-b3f7-adf71a527acd.source_info.json,1.192751,5364.993,281.45,7338,VfS0qUERdZ,com.sec.android.app.shealth,0,e822b33d-f434-4545-b3f7-adf71a527acd.achievement.json,e822b33d-f434-4545-b3f7-adf71a527acd,1615852800000,
458,979b98e0-4f43-4ebc-985b-e9fcee70177f.binning_data.json,235900,6000,24,2020-11-11 23:00:03.373,com.sec.android.app.shealth,2020-11-11 23:00:03.373,,1.5636231,368.86,18.52,434,ltHsc2Rtmp,com.sec.android.app.shealth,0,979b98e0-4f43-4ebc-985b-e9fcee70177f.achievement.json,979b98e0-4f43-4ebc-985b-e9fcee70177f,1605052800000,
4556,32452218-8001-49a5-a96a-c5182cf71b2f.binning_data.json,2850849,6000,0,2021-03-16 23:00:02.125,com.sec.android.app.shealth,2021-03-16 23:00:02.125,,1.1479738,3272.7,180.26,4556,F5JW66Upzd,com.sec.android.app.shealth,0,32452218-8001-49a5-a96a-c5182cf71b2f.achievement.json,32452218-8001-49a5-a96a-c5182cf71b2f,1615852800000,
6464,19862cdf-5a46-45cf-98db-619710b3054c.binning_data.json,3743290,6000,56,2021-01-19 01:41:10.543,com.sec.android.app.shealth,2021-01-18 03:32:56.016,19862cdf-5a46-45cf-98db-619710b3054c.source_info.json,1.2764064,4777.96,247.45,6408,VfS0qUERdZ,com.sec.android.app.shealth,0,19862cdf-5a46-45cf-98db-619710b3054c.achievement.json,19862cdf-5a46-45cf-98db-619710b3054c,1610928000000,
10344,f289f0c8-0998-4699-9bb9-e7faecf0e893.binning_data.json,6217748,6000,61,2021-02-15 21:40:42.732,com.sec.android.app.shealth,2021-02-15 00:00:20.928,f289f0c8-0998-4699-9bb9-e7faecf0e893.source_info.json,1.2178351,7572.192,392.31,10283,VfS0qUERdZ,com.sec.android.app.shealth,0,f289f0c8-0998-4699-9bb9-e7faecf0e893.achievement.json,f289f0c8-0998-4699-9bb9-e7faecf0e893,1613347200000,
4356,4c75749f-895a-4998-994b-eee958d634a9.binning_data.json,2625478,6000,23,2021-03-16 23:00:04.932,com.sec.android.app.shealth,2021-03-16 23:00:04.932,,1.2083905,3172.603,159.82,4333,ltHsc2Rtmp,com.sec.android.app.shealth,0,4c75749f-895a-4998-994b-eee958d634a9.achievement.json,4c75749f-895a-4998-994b-eee958d634a9,1615852800000,
3833,697aaffe-0b63-4751-ae79-04b68942bea6.binning_data.json,2350824,6000,0,2021-01-18 23:00:01.623,com.sec.android.app.shealth,2021-01-18 23:00:01.623,,1.176251,2765.16,153.72,3833,F5JW66Upzd,com.sec.android.app.shealth,0,697aaffe-0b63-4751-ae79-04b68942bea6.achievement.json,697aaffe-0b63-4751-ae79-04b68942bea6,1610928000000,
6370,f91fee68-df77-4cd6-b93a-606c548097ae.binning_data.json,3695517,6000,84,2020-11-14 18:27:43.048,com.sec.android.app.shealth,2020-11-13 23:53:19.162,f91fee68-df77-4cd6-b93a-606c548097ae.source_info.json,1.2806005,4732.482,243.29,6286,VfS0qUERdZ,com.sec.android.app.shealth,0,f91fee68-df77-4cd6-b93a-606c548097ae.achievement.json,f91fee68-df77-4cd6-b93a-606c548097ae,1605312000000,
6200,86dcd0e7-9089-4f32-bcc6-61537d09951b.binning_data.json,3942213,6000,18,2021-02-15 23:00:01.686,com.sec.android.app.shealth,2021-02-15 23:00:01.686,,1.1383098,4487.46,243.37,6182,F5JW66Upzd,com.sec.android.app.shealth,0,86dcd0e7-9089-4f32-bcc6-61537d09951b.achievement.json,86dcd0e7-9089-4f32-bcc6-61537d09951b,1613347200000,
4401,4e5929db-f09f-4c19-b63c-15e0a9a3c990.binning_data.json,2611301,6000,33,2021-03-17 20:14:46.263,com.sec.android.app.shealth,2021-03-17 04:42:28.754,4e5929db-f09f-4c19-b63c-15e0a9a3c990.source_info.json,1.2393206,3236.24,166.5,4368,VfS0qUERdZ,com.sec.android.app.shealth,0,4e5929db-f09f-4c19-b63c-15e0a9a3c990.achievement.json,4e5929db-f09f-4c19-b63c-15e0a9a3c990,1615939200000,
5727,f856a5a0-326b-43e9-abe9-8dcbc712f834.binning_data.json,3243354,6000,82,2021-01-19 23:00:03.100,com.sec.android.app.shealth,2021-01-18 23:00:03.252,,1.3073655,4240.25,210.99,5645,ltHsc2Rtmp,com.sec.android.app.shealth,0,f856a5a0-326b-43e9-abe9-8dcbc712f834.achievement.json,f856a5a0-326b-43e9-abe9-8dcbc712f834,1610928000000,
8950,ce74cbd0-6749-445c-9020-196f8422ae25.binning_data.json,5268847,6000,84,2021-02-15 23:00:04.260,com.sec.android.app.shealth,2021-02-15 23:00:04.260,,1.244293,6555.99,328.31,8866,ltHsc2Rtmp,com.sec.android.app.shealth,0,ce74cbd0-6749-445c-9020-196f8422ae25.achievement.json,ce74cbd0-6749-445c-9020-196f8422ae25,1613347200000,
2065,ce864553-2e80-4abc-8e25-8f8835636b8e.binning_data.json,1167703,6000,77,2020-11-16 22:50:20.560,com.sec.android.app.shealth,2020-11-16 05:32:34.027,ce864553-2e80-4abc-8e25-8f8835636b8e.source_info.json,1.3275373,1550.17,83.68,1988,VfS0qUERdZ,com.sec.android.app.shealth,0,ce864553-2e80-4abc-8e25-8f8835636b8e.achievement.json,ce864553-2e80-4abc-8e25-8f8835636b8e,1605484800000,
7435,1becc2a1-32d6-4f30-8a5f-a623cbe677ad.binning_data.json,4408423,6000,97,2021-02-16 21:35:03.592,com.sec.android.app.shealth,2021-02-16 03:44:28.216,1becc2a1-32d6-4f30-8a5f-a623cbe677ad.source_info.json,1.2520348,5519.5,285.31,7338,VfS0qUERdZ,com.sec.android.app.shealth,0,1becc2a1-32d6-4f30-8a5f-a623cbe677ad.achievement.json,1becc2a1-32d6-4f30-8a5f-a623cbe677ad,1613433600000,
3879,46bde703-601d-4171-9fb7-a02c00ec5291.binning_data.json,2242016,6000,74,2021-01-20 01:47:42.776,com.sec.android.app.shealth,2021-01-19 01:41:11.119,46bde703-601d-4171-9fb7-a02c00ec5291.source_info.json,1.2855257,2882.17,145.15,3805,VfS0qUERdZ,com.sec.android.app.shealth,0,46bde703-601d-4171-9fb7-a02c00ec5291.achievement.json,46bde703-601d-4171-9fb7-a02c00ec5291,1611014400000,
4916,9e785236-f258-47fd-998b-eb16af69ad29.binning_data.json,2885072,6000,197,2020-11-18 20:57:44.484,com.sec.android.app.shealth,2020-11-17 23:33:35.087,9e785236-f258-47fd-998b-eb16af69ad29.source_info.json,1.2704637,3665.3801,202.22,4719,VfS0qUERdZ,com.sec.android.app.shealth,0,9e785236-f258-47fd-998b-eb16af69ad29.achievement.json,9e785236-f258-47fd-998b-eb16af69ad29,1605657600000,
3915,2d7d2f6e-760b-4867-8934-444f76134af8.binning_data.json,2438558,6000,9,2021-02-16 23:00:01.592,com.sec.android.app.shealth,2021-02-16 23:00:01.592,,1.1656682,2842.55,154.47,3906,F5JW66Upzd,com.sec.android.app.shealth,0,2d7d2f6e-760b-4867-8934-444f76134af8.achievement.json,2d7d2f6e-760b-4867-8934-444f76134af8,1613433600000,
2430,cc65e91d-b5e8-44f1-a1cb-1ab7c48c0e3b.binning_data.json,1488045,6000,0,2021-01-19 23:00:01.495,com.sec.android.app.shealth,2021-01-19 23:00:01.495,,1.1841577,1762.08,92.37,2430,F5JW66Upzd,com.sec.android.app.shealth,0,cc65e91d-b5e8-44f1-a1cb-1ab7c48c0e3b.achievement.json,cc65e91d-b5e8-44f1-a1cb-1ab7c48c0e3b,1611014400000,
7036,6038d98a-7f7e-4b64-8600-fe2eec6381d8.binning_data.json,4060213,6000,123,2020-11-20 22:14:18.516,com.sec.android.app.shealth,2020-11-20 05:33:21.310,6038d98a-7f7e-4b64-8600-fe2eec6381d8.source_info.json,1.2750506,5176.978,269.7,6913,VfS0qUERdZ,com.sec.android.app.shealth,0,6038d98a-7f7e-4b64-8600-fe2eec6381d8.achievement.json,6038d98a-7f7e-4b64-8600-fe2eec6381d8,1605830400000,
5755,ba72ae3a-dbfc-4b84-beb7-4fcff1154f63.binning_data.json,3378507,6000,88,2021-02-16 23:00:03.623,com.sec.android.app.shealth,2021-02-16 23:00:03.623,,1.273024,4300.921,214.75,5667,ltHsc2Rtmp,com.sec.android.app.shealth,0,ba72ae3a-dbfc-4b84-beb7-4fcff1154f63.achievement.json,ba72ae3a-dbfc-4b84-beb7-4fcff1154f63,1613433600000,
3253,388c13ef-c90a-417e-874a-f80d64a6f34b.binning_data.json,1831753,6000,74,2021-01-20 23:00:03.224,com.sec.android.app.shealth,2021-01-19 23:00:03.097,,1.3217934,2421.2,120.42,3179,ltHsc2Rtmp,com.sec.android.app.shealth,0,388c13ef-c90a-417e-874a-f80d64a6f34b.achievement.json,388c13ef-c90a-417e-874a-f80d64a6f34b,1611014400000,
